"uncivil","id_str","created_at","text"
"no","841357509893992448","Mon Mar 13 18:37:16 +0000 2017","@SteveKingIA - your racist subgroup's sole purpose is to be disgusting &amp; insulting, &amp; the rest of us need to denouc… https://t.co/MKavvHa0MM"
"yes","844326831474053120","Tue Mar 21 23:16:18 +0000 2017","@SpeakerRyan Liar!"
"no","843545268448444416","Sun Mar 19 19:30:38 +0000 2017","@SpeakerRyan @POTUS You act like its so hard to get health care,all you need to do is repeal ACA. We all purchase car Ins without Gov help.."
"no","870860815473098752","Sat Jun 03 04:32:52 +0000 2017","@RepAdamSchiff @POTUS Trump doesn't care. He doesn't see the big picture. He only cares about himself- it's as if h… https://t.co/Tt4yQtAPFL"
"yes","858741021315915776","Sun Apr 30 17:53:08 +0000 2017","@RepShimkus You and your GOP apparently missed the memo of what He expects from you.  If you can still look in the mirror you have no soul."
"no","826521404807843840","Tue Jan 31 20:03:53 +0000 2017","@TGowdySC This statement is why Congressman Gowdy would have been the greatest choice for AG. Fair, honest, respected and compassionate."
"no","798259054866894848","Mon Nov 14 20:19:24 +0000 2016","@RepBillFlores Please don't vote for Paul Ryan for Speaker. He has his own agenda.  He didn't support Trump, and he almost let Hillary win."
"yes","895120659927498752","Wed Aug 09 03:12:50 +0000 2017","@jasoninthehouse Look forward to the headline of Chaffetz enlisting and fighting in North Korea...oh wait, you have bone spurs too?"
"no","853312369396768768","Sat Apr 15 18:21:37 +0000 2017","@PeterRoskam @GOP @realDonaldTrump ARE YOU LISTENING? Release your taxes! Democracy = Transparency #ACCOUNTABLE #NOW https://t.co/yWOHc7eglR"
"no","860515988537823232","Fri May 05 15:26:13 +0000 2017","@RepShimkus @cathymcmorris When a person CAN'T AFFORD basic healthcare, the decision is MADE FOR THEM. No coverage.… https://t.co/9by20Fazo6"
"no","921218384263606272","Fri Oct 20 03:35:52 +0000 2017","@RepWilson nice we now see that your Soros backed"
"no","877474827455651840","Wed Jun 21 10:34:36 +0000 2017","@SenJohnMcCain Obama helped that out. Less money for military and fake muller investigation. Russia has won.… https://t.co/o5Q4xsHMAM"
"no","900517467243634688","Thu Aug 24 00:37:49 +0000 2017","@SenJohnMcCain Dear Senator McCain, I am fighting for my life as well &amp; sincere love, prayers for you. I grieve&amp; pray for fixing ACA. Tears."
"no","881361728885456896","Sun Jul 02 03:59:45 +0000 2017","@RepAdamSchiff @Lordmchaggis @realDonaldTrump He doesn't give two fucks"
"no","900478823896150016","Wed Aug 23 22:04:16 +0000 2017","@NancyPelosi @NatlParkService well, Nancy @NancyPelosi ... I'm sure the NPS  woulda denied their permit if they had… https://t.co/Ygvf5kiG1k"
"no","839632745416519680","Thu Mar 09 00:23:40 +0000 2017","@Jim_Jordan @realDonaldTrump Stick to your guns sir! We The People would rather wait &amp; have healthcare bill done right! We are with you! 👏🇺🇸"
"no","837377480910585856","Thu Mar 02 19:02:03 +0000 2017","@SenSchumer get real!after clinton&amp;holder,your kidding,right?resign-really?a joke,like fake tears.this is your legacy,really sad for Dems!"
"no","838265495879094272","Sun Mar 05 05:50:43 +0000 2017","@SpeakerRyan @POTUS I'm just gonna leave this here for you and your ""so called"" president. Thanks for the empowerme… https://t.co/9n4JAKv1Sl"
"yes","890053168406581248","Wed Jul 26 03:36:26 +0000 2017","@farenthold @Oceana @RepEdRoyce @repblumenauer You racist, sexist fat pig. Karma is coming for that fat Ass. https://t.co/9KjcpwpRhM"
"yes","836334966707482624","Mon Feb 27 21:59:29 +0000 2017","@MaxineWaters YOU are a joke and the poster child for term limits.. I just hope the good people in you district wak… https://t.co/kOmZr0rNqq"
"no","876116911028920320","Sat Jun 17 16:38:43 +0000 2017","@RepDonBeyer Yes we do and not wedding planners"
"no","870756813674860544","Fri Jun 02 21:39:36 +0000 2017","@NancyPelosi NOW CHECK OUT ANY #FOX #FAUXnews COMMENT SECTION ON THE PARIS WITHDRAWL... #AWAG AMERICA WAS ALREADY G… https://t.co/t0LpjzT8Kc"
"no","794927954816077824","Sat Nov 05 15:42:48 +0000 2016","@SpeakerRyan: ""We'll replace Obamacare"". With what? After TEN years @GOP won't say. They'll take health ins away from 65mil Americans #AMJoy"
"no","836802631976763392","Wed Mar 01 04:57:49 +0000 2017","@RepJerryNadler I want to thank you from the bottom of my heart.  Your perseverance is required to fight for our democracy. Sleep well."
"no","862980471851855872","Fri May 12 10:39:12 +0000 2017","@NancyPelosi @POTUS Apologies? Save it fo Satan. Kate Rich. Very very Rich."
"no","839651084566167552","Thu Mar 09 01:36:33 +0000 2017","@SpeakerRyan @TuckerCarlson @FoxNews will you two be holding hands and making eyes at each other? I bet you will!"
"no","829850036959846400","Fri Feb 10 00:30:41 +0000 2017","@SenSchumer @MSNBCChris - Pres is going to stew about this and by Fri AM, betting the tweet machine will be running… https://t.co/NAVFObUDRE"
"yes","921202185060409344","Fri Oct 20 02:31:30 +0000 2017","@RepWilson @realDonaldTrump Your a truly sick person"
"no","911303294164881408","Fri Sep 22 18:56:51 +0000 2017","@SenJohnMcCain I'm so happy you will support our open border policy. These new voters won't forget you!"
"no","912115720548384768","Mon Sep 25 00:45:08 +0000 2017","@RosLehtinen Y los que estan aqui ya seran deportados ?"
"no","913736434036744192","Fri Sep 29 12:05:16 +0000 2017","@SanfordBishop has the 3rd most economically distressed congressional district https://t.co/ExFowMrdb0 #ColumbusGA https://t.co/nkQvqbY9hc"
"no","825460314292502528","Sat Jan 28 21:47:29 +0000 2017","@SpeakerRyan stop the #MuslimBan this is not what the American people want. We are a country of acceptance not a country of hate."
"no","873150875853783040","Fri Jun 09 12:12:45 +0000 2017","@RepAlGreen haven't you embarrassed yourself enough Al? Time to fade back into obscurity https://t.co/8TtRCUnCGw"
"no","841672846619398144","Tue Mar 14 15:30:18 +0000 2017","@NancyPelosi Sorry to say that Obamacare isn't progress. It's an infringement on freedom of choice and failing badly. GOP is our only hope!"
"no","801549019482820608","Wed Nov 23 22:12:32 +0000 2016","@SenShelby You would be against the working man getting paid overtime. You work for corporations."
"no","825768512413110272","Sun Jan 29 18:12:10 +0000 2017","@SpeakerRyan, history will judge you. Your condoning the president's actions is cowardly and shameful."
"no","854015872209477632","Mon Apr 17 16:57:05 +0000 2017","@SenSchumer Christian values? https://t.co/zI9zJztGrI"
"no","825565446128693248","Sun Jan 29 04:45:15 +0000 2017","@repjohnlewis @WabKinew Absolutely."
"no","813626891043278848","Tue Dec 27 06:05:41 +0000 2016","@keithellison you are not a liberal, you are a progressive.
liberals=liberty
progressives=authoritarian
polar opposites
nice try tho"
"no","917038199947399168","Sun Oct 08 14:45:19 +0000 2017","@RepCummings read this patriots work. Very compelling. https://t.co/o2X5ySDpGD"
"no","837358804467507200","Thu Mar 02 17:47:51 +0000 2017","@MaxineWaters https://t.co/1lqNUEA2hC"
"no","794471648502185984","Fri Nov 04 09:29:36 +0000 2016","@jasoninthehouse
Sit down when you read the breaking news from Newsweek article. Rudy Giuliani leaking FBI info Russia backing Trump."
"no","889960029171974144","Tue Jul 25 21:26:20 +0000 2017","@ChuckGrassley You voted against Iowa's elderly, against Iowans with pre-existing conditions, and against Iowa's healthcare providers."
"yes","828709397891317760","Mon Feb 06 20:58:11 +0000 2017","@PattyMurray @SenateDems Thank for your stand for US and our children against this ugly Trump agenda. Stay strong."
"yes","897690131838234624","Wed Aug 16 05:23:00 +0000 2017","@SenJohnMcCain u r a traitor.  u can't swallow that Trump won against 17 opponents &amp; u lost to a loser abama"
"no","790321044775063552","Sun Oct 23 22:36:35 +0000 2016","@SpeakerRyan With Hillary all we'll get is scandal after scandal and a very corrupt federal justice department! Enough is enough!"
"no","911292331902603264","Fri Sep 22 18:13:17 +0000 2017","@SenJohnMcCain @HotlineJosh Thank you for putting people's lives above politics"
"no","811166134858870784","Tue Dec 20 11:07:31 +0000 2016","@SenBlumenthal political bs. The NRA and Republicans have won big time.  The only alternative is to arm everyone so we can protect ourselves"
"no","820989899046350848","Mon Jan 16 13:43:39 +0000 2017","@repjohnlewis disrespects Trump by boycotting Inauguration &amp; whining

Standard set!

Chanting #LockHerUp when Hillary enters is now OK"
"no","833844348919885824","Tue Feb 21 01:02:39 +0000 2017","@RepLanceNJ7  Wake up Lenny!  Get behind your country not your party - which btw is no longer the party Reagan made… https://t.co/F7Oq6bAJsc"
"no","914913703153119232","Mon Oct 02 18:03:19 +0000 2017","@MarkAmodeiNV2 are you going to #DoSomething ?"
"no","866814574644932608","Tue May 23 00:34:33 +0000 2017","@jasoninthehouse @GOPoversight Frankly he shouldn't be allowed before giving testimony. But this appears to be the… https://t.co/N7YdgfmWO3"
"no","820635582279913472","Sun Jan 15 14:15:44 +0000 2017","@marcorubio @SenJohnMcCain @LindseyGrahamSC @SpeakerRyan https://t.co/V83m3d8Cpa"
"no","894947315387170816","Tue Aug 08 15:44:01 +0000 2017","@RepDavidEPrice @danpfeiffer @JaredHuffman Just a little too late for your legislation."
"no","916403654814560256","Fri Oct 06 20:43:51 +0000 2017","@NancyPelosi @POTUS birth control isn't in the constitution but the right to bear arms is, which you liberals want to take so badly"
"no","844937831218888704","Thu Mar 23 15:44:11 +0000 2017","@MaxineWaters Excellent summary of what's going on."
"no","838136766548824064","Sat Mar 04 21:19:11 +0000 2017","@RepWebster, another one killed by guns in Daytona Beach today. What will you do about it? https://t.co/Xb469rGbjp #shootatweet"
"no","912380003609923584","Mon Sep 25 18:15:18 +0000 2017","@SpeakerRyan I want to believe in you and Mitch McConnell you both know or should know we the people are not stupid get it done."
"no","836773553915715584","Wed Mar 01 03:02:16 +0000 2017","@NancyPelosi @realDonaldTrump fact,go Trump"
"yes","873425731677716480","Sat Jun 10 06:24:56 +0000 2017","@SenJohnMcCain @Dbacks Maybe you should retire after 30yrs of raping taxpayers &amp; embarrassing yourself while stutte… https://t.co/HBcbbMa7nZ"
"yes","864475401241980928","Tue May 16 13:39:31 +0000 2017","@MaxineWaters. You filthy Russian💩 greedy 💩money💩 gathering pig🐖...glass houses will be crashing down on the libera… https://t.co/DupONpzDS1"
"no","843887222214594560","Mon Mar 20 18:09:27 +0000 2017","@JeffFortenberry Thank you for supporting a legal workforce.  Vote for returning worker exemption #SaveH2b"
"no","843638651598880768","Mon Mar 20 01:41:43 +0000 2017","@SpeakerRyan You must be so proud of yourself. https://t.co/sP2AqYt8cp"
"no","849671424553963520","Wed Apr 05 17:13:48 +0000 2017","@SpeakerRyan I rip on you for lots of things, but I'm giving you props this time. Thank you, for not blaming Pres O… https://t.co/mAhtOXLhY3"
"no","840100139544932352","Fri Mar 10 07:20:56 +0000 2017","@RepNewhouse @SpeakerRyan @HouseGOP it's worse than Obamacare .. fix it or leave it alone!!"
"yes","845404226574520320","Fri Mar 24 22:37:29 +0000 2017","@WalshFreedom @SpeakerRyan Growing Pains - dude you been in Congress how long?!"
"no","831875341849391104","Wed Feb 15 14:38:31 +0000 2017","@jasoninthehouse when will you do your job? investigate @realDonaldTrump for his ties to Russia. please protect our democracy."
"yes","852759426091982848","Fri Apr 14 05:44:25 +0000 2017","@SpeakerRyan Federal funds can't be used for abortions in the first place. This just shows how little you know about your own job."
"no","829021413772111872","Tue Feb 07 17:38:02 +0000 2017","@SenSchumer @ImpactDemocracy @MikePenceVP That's what happens when you donate to half the GOP senate. How could Sessions vote anyway?"
"no","833554535956242432","Mon Feb 20 05:51:02 +0000 2017","@SenJohnMcCain Best to talk out your grievances with the President personally than broadly with the Media. ""Maverick"" behavior not helpful."
"no","889109181428576256","Sun Jul 23 13:05:22 +0000 2017","@SenSchumer @SenateDems @HouseDemocrats https://t.co/dK2AupEfgO"
"no","910965802953666560","Thu Sep 21 20:35:47 +0000 2017","@RepMcClintock  Ca will lose $78 billion for healthcare  if Graham-Cassidy gets passed. You don't want your state to lose that, do you?"
"no","896482785573179392","Sat Aug 12 21:25:26 +0000 2017","@RepAdamSchiff @POTUS Rep. Schindler, you are an honorable man.  Please know that Donald J. Trump will never,EVER c… https://t.co/OsCgoSrNpc"
"no","819964487130378240","Fri Jan 13 17:49:02 +0000 2017","@RepMoBrooks Israel building settlements on the East Bank to ""push-out"" Palestinians is just wrong!"
"no","831844978204798976","Wed Feb 15 12:37:52 +0000 2017","@RepScottPerry @SenToomey @SenBobCasey If you all don't fix this, and root out the corruption, we *WILL* root out you"
"no","910644964442357760","Wed Sep 20 23:20:53 +0000 2017","@RepAdamSchiff How would Puerto Rico suffer further should the Graham/-Cassidy pass? This is dialysis disastrous!"
"no","829070147835027456","Tue Feb 07 20:51:41 +0000 2017","@Raul_Labrador what could possibly go wrong? https://t.co/r0UgzkyrtF"
"yes","898979000411865088","Sat Aug 19 18:44:30 +0000 2017","@RepMimiWalters This is the BS we're paying you for? How about focusing on your bigoted leader and denouncing him?… https://t.co/h0EbpYu4fi"
"yes","842021357646942208","Wed Mar 15 14:35:10 +0000 2017","@SpeakerRyan It took you and your goons an entire year to come up with this crap? Lord help us."
"no","830091610272657408","Fri Feb 10 16:30:36 +0000 2017","@jasoninthehouse is a #handmaiden and #collaborateur. #ImpeachTrump https://t.co/Y4aSh5LUsI"
"no","914578202202398720","Sun Oct 01 19:50:10 +0000 2017","@SenJohnMcCain @MeghanMcCain @bobschieffer @FaceTheNation https://t.co/wSaxsFihBt"
"yes","914884348951846912","Mon Oct 02 16:06:41 +0000 2017","@SpeakerRyan That's BS. You aren't shocked. You don't pray and you're fulla shit."
"no","915243822841520128","Tue Oct 03 15:55:06 +0000 2017","@RepJoeKennedy @trumpsgottago @SpeakerRyan is due ZERO respect. But you are, Joe. Thank you!"
"no","862833468815933440","Fri May 12 00:55:04 +0000 2017","@RepKevinBrady Please have an independent investigation into Trump/Putin connections! Stand up or go down with liar in the WH!!"
"no","821045919927959552","Mon Jan 16 17:26:16 +0000 2017","@RepSchrader,Over 21 Million #Biafrans will hit PortHarcourt on 20/1/2017 in solidarity Support to Donald Trump https://t.co/CSDl6VCLr3"
"yes","824727394321911808","Thu Jan 26 21:15:08 +0000 2017","@SpeakerRyan .@SpeakerRyan what's it like knowing you can never sexually stimulate your wife since you only fuck as if you're planking?"
"yes","921135354446536704","Thu Oct 19 22:05:57 +0000 2017","@RepWilson @BarackObama You are a bottom feeder. https://t.co/qgiz4wrvUa"
"no","898758023446896640","Sat Aug 19 04:06:25 +0000 2017","@RepTedLieu @POTUS @realDonaldTrump Tell us about how u we're paying the Awan's salaries!"
"yes","849500798639853568","Wed Apr 05 05:55:48 +0000 2017","@GerryConnolly @RepEliotEngel @davidcicilline @HFACDemocrats Nunes shouldn't be recused. He should be repealed and replaced. #Russiagate"
"no","849442694451560448","Wed Apr 05 02:04:54 +0000 2017","@SpeakerRyan @SenateGOP I'll be the first in line getting my tea when this bites you in the ass. https://t.co/0Q4wXvKv6z"
"no","864250977095999488","Mon May 15 22:47:44 +0000 2017","@SenJohnMcCain H.R. McMaster “At no time were any intel sources or methods discussed &amp; no military ops disclosed th… https://t.co/zXkmi0N49E"
"yes","869992428584882176","Wed May 31 19:02:13 +0000 2017","@NancyPelosi Let's make no mistake #Obamacare is your disaster that was bad for all Americans."
"yes","869633052347072512","Tue May 30 19:14:11 +0000 2017","@DarrellIssa I'd laugh if this weren't so fucking pathetic and cowardly. Do your job, or get out of the way. https://t.co/NTWepdMuC0"
"no","911306685704134656","Fri Sep 22 19:10:19 +0000 2017","@lisamurkowski @SenateGOP @SpeakerRyan  @realDonaldTrump  @SenateMajLdr @SenJohnMcCain @BillCassidy @LindseyGrahamSC https://t.co/vrwaaUskAJ"
"no","837392574033854464","Thu Mar 02 20:02:02 +0000 2017","@RepJuanVargas lol, I see what you did there...well played sir"
"no","846749990013693952","Tue Mar 28 15:45:04 +0000 2017","@TGowdySC @TechCrunch this bot is perfectthis bot is perfectthis bot is perfectthis bot is perfectthis bot is perfectthis bot is perfect"
"no","869048812970680320","Mon May 29 04:32:37 +0000 2017","@SpeakerRyan Raise minimum age to marry so that isn't used to escape rape charge"
"no","835215255139573760","Fri Feb 24 19:50:09 +0000 2017","@SpeakerRyan what does that even mean?!"
"no","790918719568502784","Tue Oct 25 14:11:31 +0000 2016","@Clyburn The UN says the Assad regime kills so many people it amounts to an 'extermination' https://t.co/5zITJwUq4L"
"no","889938913342746624","Tue Jul 25 20:02:25 +0000 2017","@SenJohnMcCain  https://t.co/jhmntAVUd3"
"no","896487626617757696","Sat Aug 12 21:44:40 +0000 2017","@SenBennetCO @POTUS Is there something the Senate can do to remove white supremacist influence from government? I'd… https://t.co/4iTdZSRUDl"
"no","914989648836833280","Mon Oct 02 23:05:06 +0000 2017","@RepSwalwell You either support sensible gun reform or you live with blood stained hands. There is no middle ground… https://t.co/dZSHaLaVCb"
"no","841654219706884096","Tue Mar 14 14:16:17 +0000 2017","@SpeakerRyan Paul Ryan: Paul Ryan Must Resign - Sign the Petition! https://t.co/Q53YgjwNQE via @Change"
"no","826142234059870208","Mon Jan 30 18:57:12 +0000 2017","@SpeakerRyan
Stand by your rejection of using Religious Test for entering this country. Denounce this Executive Order. #nomuslimban"
"no","861733670855606272","Tue May 09 00:04:52 +0000 2017","@MaxineWaters Lady you are a complete goofball! You refuse to state any facts.I would love to hear you repeat ""ther… https://t.co/Ob4a4mrDIb"
"no","841792353677545472","Tue Mar 14 23:25:11 +0000 2017","@SenatorTimScott @BarbaraComstock not all of our constituents are Christian. In fact, @RepComstock , many of yours are not."
"no","849051280572108800","Tue Apr 04 00:09:34 +0000 2017","@USRepRodney ""each representative is elected to a two-year term serving the people of a specific congressional dist… https://t.co/h3Zd0YUeQX"
"no","881557746008457216","Sun Jul 02 16:58:39 +0000 2017","@RepAdamSchiff @POTUS https://t.co/tPykQj9I53"
"no","807384933719121920","Sat Dec 10 00:42:23 +0000 2016","@SenSchumer @SenWarren @SenSanders @SenFeinstein @timkaine @SenSherrodBrown   @NancyPelosi @MaxineWaters… https://t.co/L55No9EwoK"
"no","875052089059270656","Wed Jun 14 18:07:30 +0000 2017","@NancyPelosi @MaxineWaters @kathygriffin @SenSanders  Please for America's sake stop your threats and start governing. Please show respect!"
"no","911204062984593408","Fri Sep 22 12:22:32 +0000 2017","@SpeakerRyan @SenMajLdr This site is for you https://t.co/qbudW1CnAN"
"no","859453786842169344","Tue May 02 17:05:25 +0000 2017","@SpeakerRyan Verified by who?"
"no","845372558321094656","Fri Mar 24 20:31:38 +0000 2017","@SenJohnMcCain @forestservice there is still a Forest Service. Not cut yet?  Give @realDonaldTrump time."
"yes","878020036622901248","Thu Jun 22 22:41:04 +0000 2017","@RepAdamSchiff @POTUS They also dont have any purple unicorns. Do you want proof of non-existance of those too?"
"yes","836577103533510656","Tue Feb 28 14:01:38 +0000 2017","@LamarSmithTX21 You swore to GOD to defend the Constitution. Don't betray Him, it or us. Vote YES on investigating. #TrumpRussia #ΩΩ"
"no","862745312502460416","Thu May 11 19:04:46 +0000 2017","@SenSchumer Do you know how FBI runs Just because one person leaves things don't  stop it continues what if someone… https://t.co/UepnkQvg8C"
"no","859401626540527616","Tue May 02 13:38:09 +0000 2017","@RepSwalwell i hope you are being literal with the working on it part."
"no","832616414527631360","Fri Feb 17 15:43:17 +0000 2017","@SusanWBrooks so where are your town hall meetings/"
"no","838456153772294144","Sun Mar 05 18:28:19 +0000 2017","@RepAdamSchiff will be in studio tomorrow on @OnPointRadio. https://t.co/3AtljIXuhN"
"no","846528135814234112","Tue Mar 28 01:03:29 +0000 2017","@repjohnconyers @realdonaldtrump HB676 is more what we're want except those who want no insurance because they think they will never need it"
"no","846094565786423296","Sun Mar 26 20:20:38 +0000 2017","@Jim_Jordan Chris Wallace's adversarial interview with you on 3/26 convinced me that the Freedom Caucus did America a favor. Thanks."
"yes","840680825918169088","Sat Mar 11 21:48:22 +0000 2017","@HerreraBeutler How hypocritical of Jaime since she and GOP wants prenatal care coverage axed in #Trumpcare, among many other reductions."
"yes","900227026937950208","Wed Aug 23 05:23:43 +0000 2017","@SpeakerRyan @SenateMajLdr HOW can you stay SILENT on Trump any longer?He is destroying our country. You should be… https://t.co/7RvXcMckq5"
"no","896031035590402048","Fri Aug 11 15:30:20 +0000 2017","@SenSchumer Who paying for these logos?"
"no","831712716477853696","Wed Feb 15 03:52:18 +0000 2017","@SenJohnMcCain you know he is detrimental to our country PLEASE take the lead to remove this buffoon @realDonaldTrump"
"no","820776257856081920","Sun Jan 15 23:34:43 +0000 2017","@jasoninthehouse  why are you wasting taxpayer money on this when you should be investigating Trump's conflicts esp… https://t.co/q9h6yEahOB"
"yes","818091568590651392","Sun Jan 08 13:46:44 +0000 2017","@ChuckGrassley 
Take action vs guns!
 #gunsense 
@MomsDemand"
"yes","791803915670986752","Fri Oct 28 00:48:59 +0000 2016","@pnehlen @SpeakerRyan He's a democrat in the republican party! Ryan is in over his head! #MAGA #CrookedHillary #draintheswamp @hannity"
"yes","875126136795267072","Wed Jun 14 23:01:44 +0000 2017","@SenJohnMcCain @DuffelBlog John see WaPo story... do you really think Cindy should work for him...I know you want the money but honestly !!!"
"no","862518679027580928","Thu May 11 04:04:12 +0000 2017","@SenJohnMcCain Hey nut job. Did you get the message? https://t.co/DGBXuftMs6"
"yes","821509206134001664","Wed Jan 18 00:07:12 +0000 2017","@SpeakerRyan and what do u call what your boy Trump is doing!! Putin's puppet lover boy😠. GOP..FBI..all responsible for Russian involvement!"
"yes","826489119865991168","Tue Jan 31 17:55:36 +0000 2017","@SenSchumer voted no for Chao because he's racist!!!!!! How dare he! She's qualified and got majority of the votes only 5 no!!!"
"no","881549475264819200","Sun Jul 02 16:25:47 +0000 2017","@RepSwalwell .guess you are really a RUSSIAN SPY huh..helped Hillary?  tell the truth to save your soul"
"no","805529975285776384","Sun Dec 04 21:51:26 +0000 2016","@TGowdySC Why is this even being considered? https://t.co/Bj86HPqBUf"
"no","839524830907097088","Wed Mar 08 17:14:51 +0000 2017","@RepLoBiondo @Transport Noice.  Then get to the CIA leaks when you are done"
"no","899258876364718080","Sun Aug 20 13:16:38 +0000 2017","@keithellison  https://t.co/L2CaGDamKI"
"yes","860502735992610816","Fri May 05 14:33:34 +0000 2017","@cathymcmorris You know that $8 billion aint gonna be enough, right? Or can you not do the math? &amp; you are wealthy… https://t.co/ie3fb9vihI"
"no","852560278956916736","Thu Apr 13 16:33:04 +0000 2017","@SenatorBurr @AdamSchiffCA @SenateGOP @SenateDems INDEPENDENT PROSECUTOR The American people deserve some answers! https://t.co/WHNcFDVs24"
"no","826236670924177408","Tue Jan 31 01:12:27 +0000 2017","@SenatorBurr you owe it to our students and teachers to set them up for success, not failure. #VoteNoDevos"
"no","818618242331803648","Tue Jan 10 00:39:32 +0000 2017","@SpeakerRyan I’m insured through the ACA &amp; very afraid of you taking away my insurance"
"no","875400719674859520","Thu Jun 15 17:12:50 +0000 2017","@SenatorIsakson https://t.co/ldBIFk4IGh"
"no","839131101717200896","Tue Mar 07 15:10:19 +0000 2017","@SpeakerRyan New healthcare plan benefits healthier, wealthier patients. Not a surprise given that Republicans created it. #Trumpcare"
"no","897432112516792320","Tue Aug 15 12:17:43 +0000 2017","@RepTimRyan @realDonaldTrump And on the same day he forcefully condemned the media, which is one of our principal d… https://t.co/0KVFWzTK2l"
"yes","825201534640103424","Sat Jan 28 04:39:12 +0000 2017","@SpeakerRyan  You didn't even like him during the election.  What a cowering turn coat you are"
"no","856255237262364672","Sun Apr 23 21:15:31 +0000 2017","@SenJohnThune Congratulations!!"
"no","901246811758895104","Sat Aug 26 00:55:58 +0000 2017","@SenatorLeahy Says the Gruber co signer"
"no","901720027904270336","Sun Aug 27 08:16:22 +0000 2017","@SenJohnMcCain You are pathetic, you were okay when Obama pardon a traitor to the USA, now you are outraged over Arpaio, really, resign"
"no","846581643523604480","Tue Mar 28 04:36:07 +0000 2017","@RepAdamSchiff I think the Chairman should flee the country!"
"no","853602170121355264","Sun Apr 16 13:33:11 +0000 2017","@SpeakerRyan I wish you would find a church and go and listen."
"no","827672407120842752","Sat Feb 04 00:17:33 +0000 2017","@SenatorIsakson = freedom for advisors to gamble with the clients money please don't insult the public's intelligence"
"no","846735347765706752","Tue Mar 28 14:46:53 +0000 2017","@SpeakerRyan #NunesMustResign @DevinNunes @RepAdamSchiff https://t.co/aSUyowp0Sa"
"no","842864250976722944","Fri Mar 17 22:24:31 +0000 2017","@SpeakerRyan Do you have to drink often so you can sleep at night? I know I would if I were you... https://t.co/H1E3zPG5F2"
"no","859140110788562944","Mon May 01 20:18:59 +0000 2017","@DesJarlaisTN04 We are asking for a full repeal of Obamacare. 24 of 360 million is not a good enough statistic to w… https://t.co/UxDfY3pM8F"
"yes","864174647008534528","Mon May 15 17:44:26 +0000 2017","@USRepRodney Resign immediately, you damn scum. After everything the past 6 months have brought, what you've done is the most disgusting."
"yes","827989201182396416","Sat Feb 04 21:16:23 +0000 2017","@SenSchumer @SenFeinstein @SenBobCasey @SenDonnelly @SenatorDurbin 
I am a very, VERY mainstream Dem. But STOP bein… https://t.co/EJxtGwrMbg"
