"uncivil","id_str","created_at","text"
"no",788745328434569216,"Wed Oct 19 14:15:15 +0000 2016","@jasoninthehouse to keep food on the table and the lights on. So it's very possible I'm missing something here. I'm dumbfounded that"
"yes",788750295266242560,"Wed Oct 19 14:34:59 +0000 2016","@SpeakerRyan You and your cronies will never fix it. You are a bunch of back stabbers and our country is lost!!!!!"
"no",788752289259462656,"Wed Oct 19 14:42:54 +0000 2016","@SpeakerRyan How long have you been an elected official and known about the VA issues? Are you now proposing changes because of election?"
"no",788781412904075264,"Wed Oct 19 16:38:38 +0000 2016","@janschakowsky What did you know about your husband @rbcreamer subverting democracy, engaging in election fraud? One jail term not enough?"
"no",788784360052838400,"Wed Oct 19 16:50:20 +0000 2016","@SpeakerRyan Mr Garrett the one who is in charge of the polls has them rigged. CLINTON PAYS HIM!"
"yes",788794260850085888,"Wed Oct 19 17:29:41 +0000 2016","@replouiegohmert @FreeBeacon Grow up, you flat-headed boxface, Republicans are a dogshit dumpster when it comes to health care *smdh*"
"no",788807006979317760,"Wed Oct 19 18:20:20 +0000 2016","@CongressmanGT visited #THD6841 today and spoke with our awesome cashiers during #CAM2016. https://t.co/69gZvp0hZB"
"no",788823579446108160,"Wed Oct 19 19:26:11 +0000 2016","@marcorubio  Rubio i thought alot about you when you were running in the race. You talked about your kids and there future. Now u r a shame"
"no",788839858349281280,"Wed Oct 19 20:30:52 +0000 2016","@RandPaul th way to get more job is to get trump elected which wil allow for tax cuts to help business in your state  support Donald Trump"
"no",788852194137124864,"Wed Oct 19 21:19:53 +0000 2016","@jasoninthehouse  Assange abusers
https://t.co/Bbe7fNgEIQ
https://t.co/3KuqLfTO0r"
"no",788863170383413248,"Wed Oct 19 22:03:30 +0000 2016","@NancyPelosi Unfounded???? No its very founded my dear! Project Veritas!"
"no",788932427569692672,"Thu Oct 20 02:38:43 +0000 2016",".@hillaryclinton focused on policy &amp; how to make Americans' lives better. She’s the clear winner of #debatenight. #ImWithHer — time to vote."
"no",788934006737895424,"Thu Oct 20 02:44:59 +0000 2016","@SpeakerRyan dude fix it"
"no",788942067154190336,"Thu Oct 20 03:17:01 +0000 2016","@SpeakerRyan So, You're saying..what ??? You are on the verge of loosing your job Mr Speaker. I'd tread lightly #Debatenight @Lawrence"
"yes",789137196099919872,"Thu Oct 20 16:12:23 +0000 2016","@KellyAyotte You endorse for POTUS a racist misogynist who doesn't respect basic tenets of democracy: fair elections.  Ayotte=TRUMP"
"no",789147478394228736,"Thu Oct 20 16:53:15 +0000 2016","@AngieCraigMN I am happy to pay high taxes as long as my taxes are being used for actual progress. #mprdebate"
"no",789160232341483520,"Thu Oct 20 17:43:55 +0000 2016","@RepMGriffith Please support ACA Adoptee citizenship act S2275 It's a human rights issues not a immigration issue #citizenshipforalladoptees"
"no",789191517130805248,"Thu Oct 20 19:48:14 +0000 2016","@SpeakerRyan Fiction."
"no",789213693234077696,"Thu Oct 20 21:16:22 +0000 2016","@SpeakerRyan there are lots of ways, if you'd quit being a brick wall and allow funding for scientific progress, or anything for that matter"
"no",789226568195252224,"Thu Oct 20 22:07:31 +0000 2016","I hosted a workshop at @lccpalominos w/federal, state &amp; local govts &amp; orgs to discuss ending homelessness in Laredo… https://t.co/FOUwa9CtMz"
"no",789261588192694272,"Fri Oct 21 00:26:41 +0000 2016","@PatrickMurphyFL @sirenshampoo Why didn't he have any people of color in his commercial...? #POC #whitewashing #whitewashed"
"yes",789462077408632832,"Fri Oct 21 13:43:21 +0000 2016","@SpeakerRyan   YOU'RE   LAZZZZZZZZZZZZZY"
"no",789482442344235008,"Fri Oct 21 15:04:16 +0000 2016","@SpeakerRyan it makes NO SENSE for ANY Federal Agency to DICTATE anything in the #USA"
"no",789483275383214080,"Fri Oct 21 15:07:35 +0000 2016","@DevinNunes is getting started on a federal update to a packed Eggs and Issues Breakfast #HowWeChamber https://t.co/dtCtMySZ3O"
"no",789485034914721792,"Fri Oct 21 15:14:34 +0000 2016","@marcorubio You miss the point.  Most of us hope it is you, &amp; any other politicians, regardless of party, who are c… https://t.co/NK9S7iII0N"
"yes",789494391727493120,"Fri Oct 21 15:51:45 +0000 2016","@SpeakerRyan you should have been fixing the VA all along... shame on u and all of the house for even letting it get this bad!"
"no",789495910837264384,"Fri Oct 21 15:57:47 +0000 2016","@SpeakerRyan @MitchMcConell Just going to sit there and not do/say anything about your candidate? REALLY?  #debates #GOP #nastywoman"
"no",789550689873596416,"Fri Oct 21 19:35:28 +0000 2016","@RepBrianBabin   What is wrong with you??!!!   #nastyman"
"no",789551673337184256,"Fri Oct 21 19:39:22 +0000 2016","@SpeakerRyan VOTE FOR RYAN SOLEN"
"no",789557152826347520,"Fri Oct 21 20:01:09 +0000 2016",".@steelworkers District 12. Honored for your endorsement. Let's rebuild #infrastructure &amp; create jobs in #NV02. No… https://t.co/CcHcsGuVd8"
"no",789656371604008960,"Sat Oct 22 02:35:24 +0000 2016","@jasoninthehouse @FoxNews steaming pile of 💩"
"no",789658409998004224,"Sat Oct 22 02:43:30 +0000 2016","@democrat_4trump Please have that person come forward publicly. It’ll be tough, but worth it."
"no",789811271021441024,"Sat Oct 22 12:50:55 +0000 2016","@TGowdySC Heartfelt thanks for standing up for justice and the American way of life. I never would have believed the FBI compromised the USA"
"no",789836850772922368,"Sat Oct 22 14:32:34 +0000 2016","@SpeakerRyan @Reince @GOP @HouseGOP @RealBenCarson YOUR wastebwoy fake billionaire! Laughing to the polls. BLUE!!  https://t.co/hcNwiHUDyS"
"no",789846873334878208,"Sat Oct 22 15:12:23 +0000 2016","@SpeakerRyan @HillaryClinton @MSNBC @CNNPolitics @GOP @nbc @CBSNews @nytimes @washingtonpost @donnabrazile YES, He… https://t.co/dpqznTQpBS"
"no",789855985137553408,"Sat Oct 22 15:48:36 +0000 2016","@RepEdRoyce @SpeakerRyan #gabon#@washingtonpost referring to Gabon as an example of what a rigged election looks li… https://t.co/0eBTFij6bf"
"no",789872703377289216,"Sat Oct 22 16:55:02 +0000 2016","@SpeakerRyan  .@realDonaldTrump .@DanaPerino .@magnifier661 .@mitchellvii It's over for you TURNCOAT. You'll be guest hosting CNN in 2020."
"yes",789875387056594944,"Sat Oct 22 17:05:42 +0000 2016","@SpeakerRyan shut up"
"no",789921240911872000,"Sat Oct 22 20:07:54 +0000 2016","@SpeakerRyan Your fix didn't happen when you had Rep majority. Why will it happen under HRC's lawlessness???"
"no",789942832089956352,"Sat Oct 22 21:33:42 +0000 2016","@DrDavidDuke We don't have to #NameTheJew anymore, they do it themselves!"
"no",789958073909522432,"Sat Oct 22 22:34:16 +0000 2016","@SpeakerRyan @heatherheadley If you want refugees, you want terror. If you want terror - with a cover-up of course, you want Hillary!"
"no",789958203131867136,"Sat Oct 22 22:34:46 +0000 2016","@HaleIndy make indiana's environment more beautiful than ever!"
"no",790151004255903744,"Sun Oct 23 11:20:54 +0000 2016","@TGowdySC  I admire your perseverance.  You are one honest intelligent man. You are my idol. Keep hanging in."
"no",790171983262707712,"Sun Oct 23 12:44:16 +0000 2016","@cathymcmorris @SpeakerRyan @cathymcmorris@cathymcmorris @SpeakerRyan AWESOME.  WHY DONT YALL TRY IT?"
"yes",790189304400191488,"Sun Oct 23 13:53:05 +0000 2016","@DrDavidDuke 
No ,you may hide behind these innocent slogans ,your a twisted fascist ."
"no",790195214342234112,"Sun Oct 23 14:16:34 +0000 2016","@SpeakerRyan @SenateMajLdr @GOP @HouseGOP @SenateGOP @CNN @MSNBC @foxandfriends https://t.co/fyUAi0m00Y"
"no",790221155005149184,"Sun Oct 23 15:59:39 +0000 2016","@DrDavidDuke: from a Middle Eastern to Mr. Duke: wish U luck in ur campaign.  We need someone like You to give bala… https://t.co/YtPdAGwdGL"
"no",790231073208737792,"Sun Oct 23 16:39:04 +0000 2016","@DarrellIssa SUPPORTS AND DEFENDS DONALD TRUMP - VOTE HIM OUT! https://t.co/MU0zyE6eml"
"no",790268951531954176,"Sun Oct 23 19:09:35 +0000 2016","@SenJohnMcCain @MeghanMcCain 
Happy Birthday @MeghanMcCain 
I promise I won't tell ur dad ur voting for
Hillary"
"yes",790273661060075520,"Sun Oct 23 19:28:18 +0000 2016","@SpeakerRyan especially when you give their G Damn jobs to foreign workers you #BigBusinessPuppet! #DisneyH1-B #H2B… https://t.co/QLPchBmxVK"
"no",790288581600305152,"Sun Oct 23 20:27:35 +0000 2016","@SpeakerRyan perhaps a root cause is lack of education but republicans want to cut funding and standard for that too! 😂"
"no",790304715632508928,"Sun Oct 23 21:31:42 +0000 2016","@KatieMcGintyPA @HillaryClinton how much did you have to pay for that? Are we talking Morocco money?"
"no",790326616245301248,"Sun Oct 23 22:58:43 +0000 2016","@SpeakerRyan you said nothing. All i heard is blah blah blah..."
"no",790336943913439232,"Sun Oct 23 23:39:45 +0000 2016","@SpeakerRyan A prayer to you Ryan a last chance for a Republican in the WH. and this effort needs you. 4 yrs is all we ask find it to do it"
"no",790341722018492416,"Sun Oct 23 23:58:45 +0000 2016","@SpeakerRyan your a small minded man full of pity ,i feel sorry for uhttp://linkis.com/endingthefed.com/fNjYz?next=3&amp;page=4"
"yes",790347867265335296,"Mon Oct 24 00:23:10 +0000 2016","@SpeakerRyan @HouseGOP #traitor"
"no",790357327886954496,"Mon Oct 24 01:00:45 +0000 2016","@SpeakerRyan obstruction by the GOP caused all your perceived problems! You have the power to halt obstruction!"
"no",790370092093739008,"Mon Oct 24 01:51:28 +0000 2016","@ChuckGrassley Hillary and the Chain of Command at Waco, 21 children died; Her reaction was heartless. https://t.co/9FBNnIE2ob"
"no",790372141585666048,"Mon Oct 24 01:59:37 +0000 2016","@SpeakerRyan no. It's education. Poverty is a state of mind, old man"
"no",790373143407841280,"Mon Oct 24 02:03:36 +0000 2016","@SpeakerRyan Thats all you guys ever do is kick the can. That's all you will do"
"no",790377332749930496,"Mon Oct 24 02:20:15 +0000 2016","@replouiegohmert  House/Senate ""case mgmt offices"" practices get ""hush""-complaints priority while the system goes fm 1 scandal 2 the next."
"no",790400015139270656,"Mon Oct 24 03:50:23 +0000 2016","@SpeakerRyan  DO THIS...NOW! You've abandoned the PEOPLE..Earn some RESPECT NOW, by REMOVING THESE RIGGED MACHINES! https://t.co/FdRSpcrVu2"
"no",790405332124270592,"Mon Oct 24 04:11:30 +0000 2016","@JasonKander Go Jason! I'm rooting for you time to turn Missouri blue"
"no",790445627499053056,"Mon Oct 24 06:51:38 +0000 2016","@SenMikeLee @marcorubio @newtgingrich @TimesNow  Federal judge ordered Trump &amp; Epstein to appear in court Dec 16th 
https://t.co/nyEIxGjqAu"
"no",790495979476652032,"Mon Oct 24 10:11:42 +0000 2016","@NancyPelosi @TeamPelosi @marcPelosi @PelosiNews @leannepelosi @PelosiPress @AndrewPelosi @fabiopelosin… https://t.co/mxOlu9cyJX"
"no",790500286884409344,"Mon Oct 24 10:28:49 +0000 2016","@SenJohnMcCain @MeghanMcCain Yes, we are. Enjoy your special day. This is from millions of deplorables."
"no",790503134321704960,"Mon Oct 24 10:40:08 +0000 2016","@NancyPelosi @VP Biden take BC behind WH Castrate him."
"no",790525154816249856,"Mon Oct 24 12:07:38 +0000 2016","@SpeakerRyan @twright55 https://t.co/vCm09AthB1"
"yes",790529406762647552,"Mon Oct 24 12:24:32 +0000 2016","@SpeakerRyan fuck you!!! Your political career is over. #VoteTrump #FireRyan"
"no",790539527697735680,"Mon Oct 24 13:04:45 +0000 2016","@PramilaJayapal Ms. Jayapal, good luck and thank you! You are an inspiration for us younger south asians here in the US. Nandri!"
"no",790571489418436608,"Mon Oct 24 15:11:45 +0000 2016","@KellyAyotte and how many times did you missing voting on national security? https://t.co/R47ajB2bNU"
"no",790573072118013952,"Mon Oct 24 15:18:03 +0000 2016","@SpeakerRyan And you think NOT supporting TRUMP and getting Hillary in there is going to solve anything, we have a chance to have WH, why?"
"no",790574007292719104,"Mon Oct 24 15:21:46 +0000 2016","@RepPeteKing So when do we start fighting back: https://t.co/cuFp7w91y2"
"no",790575132452360192,"Mon Oct 24 15:26:14 +0000 2016","@SpeakerRyan ""It says she punished the bad guys."" X"
"no",790586290714451968,"Mon Oct 24 16:10:34 +0000 2016","@TGowdySC @HouseBenghazi https://t.co/6YmGIlladf"
"no",790609693349666816,"Mon Oct 24 17:43:34 +0000 2016","@jahimes Is this how a #Democratic administration plans to take care of our #military and #veterans #benefits?  https://t.co/ksuUMhOF8k"
"no",790623925290012672,"Mon Oct 24 18:40:07 +0000 2016","@PennyPritzker Thank you for taking the time and inspiring us at the #NMSDCConference @BarackObama @NMSDCHQ https://t.co/Sw2QUwuSTF"
"no",790629849270394880,"Mon Oct 24 19:03:39 +0000 2016","@RepTomPrice @SpeakerRyan  REPUBLICAN LIE LIE REPUBLICAN B ."
"no",790696976304246784,"Mon Oct 24 23:30:24 +0000 2016","@SpeakerRyan raise the minimum wage then"
"no",790716271109279744,"Tue Oct 25 00:47:04 +0000 2016","@TGowdySC have u seen this: https://t.co/zcbFQqF0X3"
"no",790717560291328000,"Tue Oct 25 00:52:11 +0000 2016","@SpeakerRyan I agree!"
"no",790767380498493440,"Tue Oct 25 04:10:09 +0000 2016","@cathymcmorris you're scared to stand up to Donald Trump its time for you to be Dumped"
"no",790789836990976000,"Tue Oct 25 05:39:23 +0000 2016","@SusanWBrooks
@RepLarryBucshon
@RepLukeMesser
@ToddRokita
@RepStutzman
@RepWalorski
@RepToddYoung https://t.co/0oslg2gN0G"
"no",790815081697345536,"Tue Oct 25 07:19:42 +0000 2016","@jahimes @ChrisMurphyCT @CSimmons2016 That was the best door in the neighborhood!!"
"no",790899671921295360,"Tue Oct 25 12:55:50 +0000 2016","@RepBeatty There is systemic racism in the political structure! Civil Rights abuses in Law Enforcement in Cinti, OH rampant. Need Help!"
"no",790937574466547712,"Tue Oct 25 15:26:27 +0000 2016","@SpeakerRyan @GOP @POTUS As Americans we should never be cutting our nose to spite our face. Enough already &amp; let's just work to fix it"
"no",790945912331743232,"Tue Oct 25 15:59:35 +0000 2016","@TGowdySC  @tedcruz @GregAbbott_TX @realDonaldTrump @SenMikeLee  if VOTER FRAUD is proven, what are we doing about it??  @harryreid2016"
"no",790952263397158912,"Tue Oct 25 16:24:49 +0000 2016","@RepToddYoung @business did you take money from carrier"
"no",790956338910203904,"Tue Oct 25 16:41:01 +0000 2016","@RepCummings  Please study the donut hole in prescription supplemental insurances. And do tackle the ACA costs ASAP"
"no",790966178202214400,"Tue Oct 25 17:20:06 +0000 2016","@KellyAyotte 

https://t.co/2xsKohpo5k"
"no",790987172966825984,"Tue Oct 25 18:43:32 +0000 2016","@SenMikeLee @SenRandPauI @justinamash @marklevinshow @TGowdySC https://t.co/LfBUakufE9"
"no",790988167843155968,"Tue Oct 25 18:47:29 +0000 2016","@Boozman4AR too little too late. Will you commit to visiting all 75 counties each year as I have? #arpx #arsen"
"no",790993885275234304,"Tue Oct 25 19:10:12 +0000 2016","@KatieMcGintyPA @PhillyTrib @PatToomey #ShadyKatie hides her dirty past https://t.co/12DNWO10X1"
"no",791022222353629184,"Tue Oct 25 21:02:48 +0000 2016","@RepMarkTakano What have you been doing for 2 years? https://t.co/MkVAW9j5dB"
"no",791032975022370816,"Tue Oct 25 21:45:32 +0000 2016","@RoyBlunt @RoyBluntMO @EricGreitens #republicans don't value #Women https://t.co/XM2bLry05v"
"no",791051054251057152,"Tue Oct 25 22:57:23 +0000 2016","@SpeakerRyan you need to throw your petty difference aside and support Trump the guy is right! Government is corrupt help him fix it!!!"
"no",791055835346694144,"Tue Oct 25 23:16:22 +0000 2016","@SpeakerRyan #betterway"
"no",791079819735949312,"Wed Oct 26 00:51:41 +0000 2016","@marcorubio #NeverRubio Rubio is running because he needs a paycheck til next POTUS run. He is not worthy of being our Senator or POTUS."
"no",791101758571503616,"Wed Oct 26 02:18:51 +0000 2016","@RepAnnWagner heard you were with her? Does that comply w MO GOP rules Article 2? Do you plan to file as an independent?"
"no",791104215535976448,"Wed Oct 26 02:28:37 +0000 2016","@TGowdySC I never thought I would agree with @MMFlint  #MichaelMoore but he right! https://t.co/ElEHgMfL6D vote for @realDonaldTrump"
"no",791120742834434048,"Wed Oct 26 03:34:18 +0000 2016","@PatrickMurphyFL has my vote 🤘🏻"
"yes",791283077494476800,"Wed Oct 26 14:19:21 +0000 2016","@TGowdySC just shows how involved u actually are in the Swamp by not doing anything about the emails. Absolutely pathetic"
"no",791310455411138560,"Wed Oct 26 16:08:09 +0000 2016","@speakerryan .ShametotakefromVets.And fams.Notamerica!.stayonit.
Ifmypeoplewhoarecalledbynamewould changetheirWAYIwouldhealtheirLand.Lord"
"no",791310631232077824,"Wed Oct 26 16:08:50 +0000 2016","@SpeakerRyan How can you say anything in opposition when you keep finding his agenda."
"yes",791319234513137664,"Wed Oct 26 16:43:02 +0000 2016","@pnehlen @SpeakerRyan @realDonaldTrump Paul Ryan is a Traitor! He needs to be Terminated! @AnnCoulter @seanhannity… https://t.co/TlAQI7vkvA"
"no",791324842821816320,"Wed Oct 26 17:05:19 +0000 2016","@RepDebDingell Go take a survey at the various universities in your state If you don't believe me."
"no",791373236500099072,"Wed Oct 26 20:17:37 +0000 2016","@SpeakerRyan and what have you done to stop him? nOTTHING..."
"no",791398929422221312,"Wed Oct 26 21:59:42 +0000 2016","On #PreserveHBCUs Day, I join @UNCF in calling on Congress to provide federal funding to save historic properties on #HBCU campuses."
"yes",791400921267785728,"Wed Oct 26 22:07:37 +0000 2016","@WalshFreedom @jaketapper 

Terrorist. Are you planning to put our military and police in line of fire by inciting violence? Cuz u jst did."
"no",791409077058428928,"Wed Oct 26 22:40:02 +0000 2016","@SenatorBurr voted NAY on the #BRINGJOBSHOME Bill -- that's right. HE VOTED AGAINST #KeepingJobsInAmerica!  Supports #SexualPredator Trump."
"no",791414238271119360,"Wed Oct 26 23:00:32 +0000 2016","@WalshFreedom You go ahead, we'll catch up."
"yes",791421677003386880,"Wed Oct 26 23:30:06 +0000 2016","@WalshFreedom People like you are about as #unAmerican as it gets. Sorry, but your phony patriotism falls as flat as a pancake."
"no",791427594943991808,"Wed Oct 26 23:53:37 +0000 2016","@WalshFreedom @sallykohn I hear North Dakota is ripe with opportunities for civil disobedience."
"no",791430867822350336,"Thu Oct 27 00:06:37 +0000 2016","@WalshFreedom Shame on you. Whom ever wins deserves respect and a chance. Quit planning to hate first."
"no",791441992429350912,"Thu Oct 27 00:50:49 +0000 2016","@WalshFreedom for fighting, or for fun?"
"yes",791444721713438720,"Thu Oct 27 01:01:40 +0000 2016","@speakerryan REALLY RYAN YOUR TALK IS WEAK,STUPID,COUNTRY...NOV8 USA ELECTING PRES TRUMP LEADERSHIP STRENGTH COURAGE"
"no",791447420731138048,"Thu Oct 27 01:12:24 +0000 2016","@jasoninthehouse pence' check cleared?"
"no",791450183863152640,"Thu Oct 27 01:23:22 +0000 2016","@senatorhughes Please pass iGaming legislation before the elections, protect consumers and raise millions in revenue w/o new taxes."
"no",791451123840409600,"Thu Oct 27 01:27:07 +0000 2016","@jasoninthehouse @realDonaldTrump Mind elaborating on why you don't endorse him other than the lies MSM have been spewing?"
"no",791451438606086144,"Thu Oct 27 01:28:22 +0000 2016","@jasoninthehouse @realDonaldTrump and here I thought you were courageous and stood for something, your a fraud, your children won't forget"
"no",791456764977872896,"Thu Oct 27 01:49:31 +0000 2016","@jasoninthehouse you realize how morally bankrupt you are right?"
"no",791458398994694144,"Thu Oct 27 01:56:01 +0000 2016","@repjohnlewis What would happen if all house democrats resign from the oversight committee if Chaffetz starts these witch hunts again?"
"no",791458411514691584,"Thu Oct 27 01:56:04 +0000 2016","@jasoninthehouse @washingtonpost what about the ones that paid it back. Will they see that $ again?"
"yes",791460281729908736,"Thu Oct 27 02:03:30 +0000 2016","@jasoninthehouse @realDonaldTrump HRC is bad? U endorse an idiot. Shame. On. You. #termlimits #goprip"
"yes",791461659512418304,"Thu Oct 27 02:08:58 +0000 2016","@jasoninthehouse @realDonaldTrump you are a coward and history will always remember you support a fascist."
"yes",791462142801248256,"Thu Oct 27 02:10:54 +0000 2016","@jasoninthehouse @realDonaldTrump   TRUMP'S A SLEAZY LYING  FRAUD AND CREEPY MISOGYNISTIC DEGENERATE. SHAME ON YOU."
"yes",791462893581660160,"Thu Oct 27 02:13:53 +0000 2016","@jasoninthehouse, Sleazeball! You don't call Balls &amp; Strikes, You don't have Balls to stand up to a Sexual Predator, @realDonaldTrump!"
"no",791463787110936576,"Thu Oct 27 02:17:26 +0000 2016","@jasoninthehouse said what Trump was he could not endorse and accept. He still won't endorse Trump grabbing women, but now he'll accept it."
"no",791465033351868416,"Thu Oct 27 02:22:23 +0000 2016","@WalshFreedom there have always been different viewpoints in this country. Maybe you lived in an illusion before now?"
"yes",791476493041954816,"Thu Oct 27 03:07:55 +0000 2016","@jasoninthehouse @realDonaldTrump Jason is wishy washy. A RINO. The RINOs showed their true colors, and I am ashamed. Go Trump!"
"yes",791477473355718656,"Thu Oct 27 03:11:49 +0000 2016","@WalshFreedom That's what he calls the fat pad around his penis"
"no",791501862369234944,"Thu Oct 27 04:48:44 +0000 2016","@jasoninthehouse As a teacher, I appreciate your stand. I use you as a lesson: How politicians sacrifice their morals for party tribalism."
"yes",791504800047255552,"Thu Oct 27 05:00:24 +0000 2016","@jasoninthehouse You're a fucking disgrace to your Congressional District and this state that I love."
"no",791525640667209728,"Thu Oct 27 06:23:13 +0000 2016","@jasoninthehouse @cnn So, Jason, what changed frm when u publicly st8d u couldn't look at yourself in the face voting 4 Trump?"
"yes",791535532756971520,"Thu Oct 27 07:02:31 +0000 2016","@jasoninthehouse @realDonaldTrump spineless, but you said you couldn't because of your daughter. Spineless"
"yes",791559067571359744,"Thu Oct 27 08:36:02 +0000 2016","@WalshFreedom I'll grab my AK and defend the president Hillary Clinton you're a fucking idiot"
"no",791603275644669952,"Thu Oct 27 11:31:42 +0000 2016","@RepJeffDuncan lol Good luck with that. Clemson has made me proud for the last few years. Great time to be a Tiger!"
"no",791607646763814912,"Thu Oct 27 11:49:05 +0000 2016","@jasoninthehouse your daughter wakes up this morning to a coward that's her father I hope she never find out"
"no",791612710542647296,"Thu Oct 27 12:09:12 +0000 2016","@jasoninthehouse Thank you for coming to the logical conclusion that the only way to stop hrc is to vote for @realDonaldTrump #NeverHillary"
